timestamp,employee_id,name,department,role,age,performance_score,job_satisfaction,promotion_status,attrition_risk,work_hours
2024-11-19 15:28:14,6498,Samantha Ewing,HR,Executive,27,3.51,4.42,Promoted,High,56
2024-11-19 15:28:15,2883,Ann Frederick,Operations,Executive,48,2.94,9.23,Not Promoted,Medium,60
2024-11-19 15:28:16,5855,Melinda Huff,Operations,Developer,43,4.06,8.68,Not Promoted,Low,59
2024-11-19 15:28:17,3510,Lisa Alvarez,Engineering,Executive,32,2.75,6.19,Promoted,Medium,54
2024-11-19 15:28:18,6868,Carrie Goodwin,Operations,Analyst,53,2.91,6.83,Not Promoted,Medium,53
2024-11-19 15:28:19,1389,Amy Jones,Operations,Executive,53,4.68,5.66,Not Promoted,High,35
2024-11-19 15:28:20,4745,Jessica Richmond,Operations,Developer,26,1.65,1.23,Not Promoted,High,41
2024-11-19 15:28:21,3408,Donald Romero,Operations,Developer,38,1.24,8.29,Promoted,High,57
2024-11-19 15:28:22,9821,Victoria Green,Sales,Developer,34,1.39,9.36,Not Promoted,Medium,58
2024-11-19 15:28:23,7982,Tammy Allen,Sales,Analyst,52,1.96,4.77,Promoted,High,42
2024-11-19 15:28:24,7160,Christopher Phillips,Operations,Developer,42,3.81,7.92,Not Promoted,Low,45
2024-11-19 15:28:25,1378,Dean Williams,Sales,Developer,25,2.96,2.9,Promoted,High,59
2024-11-19 15:28:26,8156,Angie Hartman,Marketing,Developer,46,4.14,2.56,Not Promoted,High,55
2024-11-19 15:28:27,6541,Jose Ford,Marketing,Analyst,35,1.55,9.63,Promoted,High,51
2024-11-19 15:28:28,9717,Christina Castillo,Operations,Manager,59,1.6,7.79,Not Promoted,Low,51
2024-11-19 15:28:29,4488,Paige Nelson,Engineering,Executive,53,2.15,5.92,Not Promoted,High,59
2024-11-19 15:28:30,7385,Laura Pearson,Operations,Developer,23,4.11,8.51,Promoted,High,50
2024-11-19 15:28:31,9810,Teresa Davis,Engineering,Analyst,59,4.55,1.4,Not Promoted,High,45
2024-11-19 15:28:32,9346,Jaime Alexander,Marketing,Analyst,40,2.25,2.88,Promoted,High,38
2024-11-19 15:28:33,4582,Ashley Ali DDS,Sales,Manager,41,4.46,2.32,Promoted,High,39
2024-11-19 15:28:34,6305,Sandra Kaufman,Marketing,Consultant,50,1.51,3.61,Promoted,Low,50
2024-11-19 15:28:35,8115,Bryan Brooks,Engineering,Developer,31,4.06,4.77,Not Promoted,High,36
2024-11-19 15:28:36,5145,Daniel Gonzalez,Operations,Analyst,31,2.51,2.07,Not Promoted,High,59
2024-11-19 15:28:37,1541,Alyssa Mcintosh,Engineering,Manager,26,4.19,3.91,Not Promoted,High,37
2024-11-19 15:28:38,2635,Jennifer Foster,Engineering,Analyst,46,2.08,2.08,Not Promoted,High,45
2024-11-19 15:28:39,6592,Douglas Reese,HR,Manager,38,4.28,1.57,Promoted,High,50
2024-11-19 15:28:40,8901,Janet Stevenson,Engineering,Consultant,32,1.83,3.63,Not Promoted,Medium,38
2024-11-19 15:28:41,7629,Christopher Jones,Operations,Analyst,42,1.97,5.87,Not Promoted,High,35
2024-11-19 15:28:42,8913,Bruce Navarro,Operations,Developer,27,3.3,8.81,Promoted,Low,31
2024-11-19 15:28:43,9739,Brenda Walker,Engineering,Developer,54,1.07,5.49,Promoted,High,58
2024-11-19 15:28:44,5620,Kayla Martin,Marketing,Analyst,31,2.3,4.35,Promoted,Low,54
2024-11-19 15:28:45,4820,April Bennett,Operations,Developer,48,3.55,4.06,Not Promoted,Low,45
2024-11-19 15:28:46,9241,Elizabeth Cross,Sales,Consultant,55,1.28,9.5,Promoted,Medium,30
2024-11-19 15:28:47,7054,Rebecca Salazar,Engineering,Analyst,38,1.33,9.45,Not Promoted,High,54
2024-11-19 15:28:48,8236,Michelle Ward,HR,Consultant,34,2.22,8.94,Not Promoted,Low,44
2024-11-19 15:28:49,1097,Jessica Mccarthy,Engineering,Developer,56,2.24,6.11,Promoted,High,53
2024-11-19 15:28:50,2933,Robert Cantrell,HR,Executive,49,4.36,8.86,Promoted,High,43
2024-11-19 15:28:51,2378,Kristi Holland,Engineering,Developer,55,3.57,6.88,Promoted,Low,45
2024-11-19 15:28:52,4230,Joshua Miller,Operations,Developer,26,4.98,5.21,Promoted,Low,58
2024-11-19 15:28:53,7042,Andrew Chapman,HR,Manager,37,4.51,9.46,Promoted,Low,44
2024-11-19 15:28:54,7733,Melanie Stone,Operations,Analyst,43,4.05,8.87,Promoted,Low,55
2024-11-19 15:28:55,5012,Alicia Foster,Engineering,Analyst,29,2.32,8.78,Promoted,Medium,40
2024-11-19 15:28:56,3989,Laura Parker,HR,Executive,24,1.07,8.83,Not Promoted,High,40
2024-11-19 15:28:57,3957,Kevin Brown,HR,Consultant,38,2.84,2.75,Promoted,High,50
2024-11-19 15:28:58,4120,Lisa Daniel,Engineering,Manager,45,2.56,5.84,Not Promoted,High,56
2024-11-19 15:28:59,3994,Mary White,Operations,Developer,57,4.94,5.87,Not Promoted,High,55
2024-11-19 15:29:00,8429,Michael Mclean,Sales,Consultant,32,1.71,9.91,Promoted,High,46
2024-11-19 15:29:01,3363,Jackie Hawkins,Marketing,Developer,50,1.17,9.11,Promoted,Medium,34
2024-11-19 15:29:02,8524,Madeline Hall,HR,Developer,60,3.9,2.41,Promoted,High,30
2024-11-19 15:29:03,2685,Kevin Compton,Sales,Executive,39,2.54,6.66,Not Promoted,Low,54
2024-11-19 15:29:04,5087,David Elliott,Operations,Analyst,58,2.75,1.9,Promoted,High,48
2024-11-19 15:29:05,7406,Jordan Garza,Operations,Developer,28,4.77,7.72,Not Promoted,High,59
2024-11-19 15:29:06,6048,Mark Browning,Sales,Analyst,38,2.17,7.03,Promoted,High,34
2024-11-19 15:29:07,7660,Karen Fry,Sales,Developer,26,3.96,4.09,Not Promoted,Low,31
2024-11-19 15:29:08,5171,Carl Turner,Marketing,Consultant,22,1.34,5.87,Not Promoted,Low,42
2024-11-19 15:29:09,7745,Kristen Mcbride,Operations,Consultant,33,3.97,3.33,Not Promoted,High,34
2024-11-19 15:29:10,7703,Jonathan Baldwin,Engineering,Manager,48,4.18,3.74,Not Promoted,Medium,31
2024-11-19 15:29:11,2554,Mercedes Rojas,HR,Executive,38,1.42,5.21,Not Promoted,Low,33
2024-11-19 15:29:12,7963,Amanda Stuart,Operations,Manager,40,2.53,1.55,Not Promoted,High,31
2024-11-19 15:29:13,8263,Phyllis Juarez,Sales,Developer,50,2.02,9.17,Not Promoted,Low,59
2024-11-19 15:29:14,7384,Matthew Swanson,Operations,Analyst,47,1.24,1.58,Not Promoted,High,42
2024-11-19 15:29:15,3443,Steven Bowers,Engineering,Consultant,47,2.13,3.33,Promoted,High,38
2024-11-19 15:29:16,7508,Amy Owen,Operations,Manager,40,3.75,1.57,Not Promoted,High,46
2024-11-19 15:29:17,6128,Amber Moore,HR,Analyst,41,4.44,6.83,Not Promoted,Medium,49
2024-11-19 15:29:18,5372,John Brown,Operations,Manager,50,2.0,8.87,Not Promoted,Medium,38
2024-11-19 15:29:19,1141,Sandra Greene,Engineering,Developer,34,1.62,5.99,Not Promoted,High,35
2024-11-19 15:29:20,7530,James Ashley,Operations,Manager,36,2.36,5.61,Promoted,Low,41
2024-11-19 15:29:21,9545,Nicole Reynolds,Operations,Manager,52,4.0,3.44,Not Promoted,Medium,36
2024-11-19 15:29:22,1527,Wesley Jones,HR,Manager,48,3.01,7.98,Promoted,Low,59
2024-11-19 15:29:23,9687,Suzanne Hudson,Engineering,Executive,22,2.95,2.48,Promoted,High,37
2024-11-19 15:29:24,1861,Thomas Rodriguez,Engineering,Analyst,24,3.31,9.43,Not Promoted,Medium,44
2024-11-19 15:29:25,1983,Jesse Mcdonald,Engineering,Developer,52,1.24,8.63,Promoted,Medium,40
2024-11-19 15:29:26,4933,Amanda Williams,Marketing,Analyst,31,1.15,8.6,Not Promoted,High,45
2024-11-19 15:29:27,4253,Jason Mendoza,HR,Analyst,59,3.14,4.94,Promoted,High,36
2024-11-19 15:29:28,1955,Shannon Cruz,Marketing,Developer,38,3.67,5.12,Not Promoted,Medium,49
2024-11-19 15:29:29,7255,Jenny Perkins,Marketing,Consultant,43,3.19,5.64,Not Promoted,Medium,42
2024-11-19 15:29:30,8636,Natalie Walters,Engineering,Analyst,46,4.23,3.26,Not Promoted,Low,60
2024-11-19 15:29:31,2659,Robert Gonzalez,Engineering,Executive,50,3.15,9.37,Promoted,Low,32
2024-11-19 15:29:32,6371,John Howell,Operations,Executive,27,4.63,4.89,Promoted,High,36
2024-11-19 15:29:33,5371,Amber Serrano,Engineering,Analyst,30,4.2,7.74,Promoted,Medium,54
2024-11-19 15:29:34,1532,Tiffany Collier,Sales,Manager,33,1.98,1.59,Promoted,High,58
2024-11-19 15:29:35,8182,Philip Harper,Operations,Developer,54,2.65,6.24,Promoted,Low,39
2024-11-19 15:29:36,2257,Leslie Boyd,HR,Developer,32,3.47,3.4,Promoted,Low,55
2024-11-19 15:29:37,5005,Catherine Smith,Sales,Analyst,25,4.19,8.62,Promoted,Low,50
2024-11-19 15:29:38,2263,Anthony Guerrero,HR,Consultant,44,3.14,4.8,Promoted,High,38
2024-11-19 15:29:39,9437,Tiffany Hayes,HR,Developer,50,3.07,1.33,Not Promoted,High,59
2024-11-19 15:29:40,3440,Heather Stevens,Engineering,Analyst,40,1.73,2.45,Promoted,High,49
2024-11-19 15:29:41,9917,Timothy Spencer,Engineering,Consultant,57,4.28,4.95,Not Promoted,Medium,34
2024-11-19 15:29:42,5486,Chad Solis DVM,HR,Consultant,55,2.33,6.84,Not Promoted,High,30
2024-11-19 15:29:43,8595,Carol Smith,Marketing,Executive,59,2.19,5.61,Not Promoted,High,49
2024-11-19 15:29:44,8921,Joshua Frazier,Engineering,Consultant,31,2.79,2.46,Promoted,High,52
2024-11-19 15:29:45,9210,Nicole Warner,Engineering,Developer,60,2.19,5.93,Promoted,Medium,58
2024-11-19 15:29:46,8808,Lacey Johnson,Operations,Consultant,51,1.78,7.57,Not Promoted,High,56
2024-11-19 15:29:47,9128,Tony Callahan,Engineering,Manager,40,1.38,2.34,Not Promoted,High,39
2024-11-19 15:29:48,9695,Valerie Johnson,Sales,Executive,31,1.14,8.95,Promoted,Low,52
2024-11-19 15:29:49,4733,Matthew Good,Engineering,Executive,48,4.89,4.47,Not Promoted,Medium,44
2024-11-19 15:29:50,1346,Steve Mcdowell,Operations,Analyst,29,4.98,6.05,Promoted,Low,54
2024-11-19 15:29:51,9999,Scott Stone,HR,Consultant,49,1.07,1.05,Promoted,High,38
2024-11-19 15:29:52,6520,Paula Austin,Engineering,Consultant,60,4.74,7.27,Promoted,Medium,57
2024-11-19 15:29:53,7569,Danielle Cannon,Sales,Executive,28,1.45,4.73,Promoted,Medium,44
2024-11-19 15:29:54,2366,Andrea Taylor,Operations,Developer,43,3.8,6.83,Promoted,Medium,34
2024-11-19 15:29:55,3617,Alan Garcia,Sales,Consultant,47,2.6,4.48,Promoted,High,52
2024-11-19 15:29:56,7314,Kerry Wells,Operations,Manager,50,2.87,9.83,Promoted,Medium,35
2024-11-19 15:29:57,6620,Kristen Mccullough DVM,Sales,Manager,26,4.75,3.74,Promoted,Low,58
2024-11-19 15:29:58,3104,Timothy Rodriguez,Sales,Executive,53,1.68,8.8,Promoted,Low,51
2024-11-19 15:29:59,3230,Monica Wood,HR,Manager,47,2.95,9.5,Promoted,Medium,32
2024-11-19 15:30:00,4996,Laura Spencer,Sales,Manager,59,4.34,2.08,Promoted,High,58
2024-11-19 15:30:01,3748,Anita Graves,Operations,Analyst,55,4.34,7.06,Not Promoted,Medium,52
2024-11-19 15:30:02,7919,Kimberly Acosta,Engineering,Consultant,50,2.36,9.76,Not Promoted,High,46
2024-11-19 15:30:03,5714,Suzanne Grant,HR,Consultant,33,3.82,1.34,Promoted,High,30
2024-11-19 15:30:04,2668,Robert Lee,Operations,Manager,29,3.36,2.14,Not Promoted,High,38
2024-11-19 15:30:05,1393,Dr. Deborah Steele,Operations,Developer,34,4.49,3.21,Promoted,High,57
2024-11-19 15:30:06,4796,Billy Jones,Operations,Developer,50,2.4,5.3,Not Promoted,Medium,46
2024-11-19 15:30:07,1387,Levi Fisher,Marketing,Analyst,54,2.21,1.29,Not Promoted,High,58
2024-11-19 15:30:08,4752,Monica Cox,Engineering,Consultant,44,2.16,1.54,Promoted,High,59
2024-11-19 15:30:09,2670,William Thompson,Engineering,Analyst,40,2.06,9.38,Not Promoted,Low,43
2024-11-19 15:30:10,4525,Zachary Garza,Sales,Consultant,58,2.46,1.6,Promoted,High,36
2024-11-19 15:30:11,9851,Donna Li,Engineering,Manager,47,4.17,9.64,Not Promoted,Medium,44
2024-11-19 15:30:12,1286,Michele Conrad,Sales,Developer,25,3.82,4.63,Not Promoted,High,56
2024-11-19 15:30:13,6962,Kimberly Young,HR,Developer,35,3.63,2.45,Promoted,High,36
2024-11-19 15:30:14,2258,Robert Ramirez,HR,Analyst,22,4.93,9.62,Not Promoted,Medium,34
2024-11-19 15:30:15,5591,Monica Wright,Operations,Developer,22,3.01,4.13,Not Promoted,Low,59
2024-11-19 15:30:16,3368,Pedro Pratt,Marketing,Analyst,39,4.14,4.33,Not Promoted,Low,40
2024-11-19 15:30:17,6249,John Greer,HR,Developer,47,2.4,7.72,Not Promoted,Medium,59
2024-11-19 15:30:18,5906,Kimberly Taylor,Sales,Developer,34,4.59,2.85,Not Promoted,High,59
2024-11-19 15:30:19,3885,Andrew Lewis,Operations,Developer,43,3.25,4.42,Not Promoted,Medium,59
2024-11-19 15:30:20,8533,Mr. Kenneth Buchanan,Engineering,Manager,36,2.98,5.35,Promoted,High,44
2024-11-19 15:30:21,7877,Tiffany Mcfarland,Operations,Analyst,53,1.75,4.47,Not Promoted,High,58
2024-11-19 15:30:22,6707,Ricky Ellis,Marketing,Consultant,58,4.51,8.0,Not Promoted,High,52
2024-11-19 15:30:23,4210,Elizabeth Harris,HR,Executive,47,4.34,3.46,Not Promoted,Medium,58
2024-11-19 15:30:24,7480,Justin Osborne,Engineering,Consultant,25,2.07,4.29,Promoted,Low,45
2024-11-19 15:30:25,9529,Emily Cantu DDS,Engineering,Consultant,39,4.32,9.68,Promoted,Medium,57
2024-11-19 15:30:26,8046,Ann Peters,Engineering,Developer,57,3.41,4.92,Not Promoted,High,39
2024-11-19 15:30:27,4118,Mrs. Angela Carpenter MD,Engineering,Manager,30,2.19,9.07,Promoted,Low,37
2024-11-19 15:30:28,3046,Raymond Martinez,HR,Manager,58,2.37,9.27,Not Promoted,High,35
2024-11-19 15:30:29,5070,Cynthia Dawson,Operations,Manager,30,1.23,4.4,Promoted,Medium,55
2024-11-19 15:30:30,8111,Gina Ferguson,HR,Executive,55,3.44,8.3,Not Promoted,High,37
2024-11-19 15:30:31,4003,Allen Soto,Sales,Analyst,54,2.27,6.32,Promoted,Low,48
2024-11-19 15:30:32,4009,Barbara Sheppard,Marketing,Manager,43,4.6,3.17,Not Promoted,Low,47
2024-11-19 15:30:33,7400,Kelsey Castillo,Sales,Manager,54,4.62,4.78,Promoted,High,32
2024-11-19 15:30:34,9214,Brandy Parker,HR,Manager,45,4.33,5.49,Not Promoted,High,44
2024-11-19 15:30:35,6197,Samantha Huber,Sales,Executive,42,3.25,6.21,Not Promoted,High,47
2024-11-19 15:30:36,3203,Cody Fuentes,Marketing,Analyst,48,3.49,6.34,Promoted,Medium,41
2024-11-19 15:30:37,6094,Monique Costa,Marketing,Analyst,31,1.06,9.82,Promoted,Low,53
2024-11-19 15:30:38,2507,Sara Atkins,HR,Analyst,48,1.45,6.34,Promoted,High,58
2024-11-19 15:30:39,1098,Amanda Miller,HR,Consultant,45,3.01,5.0,Not Promoted,Medium,58
2024-11-19 15:30:40,4175,Nancy Mcdonald,Engineering,Analyst,37,1.16,8.46,Not Promoted,Medium,55
2024-11-19 15:30:41,3860,Wendy Nicholson,HR,Developer,36,1.17,5.35,Not Promoted,High,49
2024-11-19 15:30:42,5035,Natasha Williams,Sales,Analyst,23,1.33,5.28,Not Promoted,Medium,55
2024-11-19 15:30:43,5702,Michael Robertson,Operations,Analyst,43,2.4,4.07,Not Promoted,High,33
2024-11-19 15:30:44,2345,Joseph James,Operations,Analyst,42,1.72,9.89,Not Promoted,High,49
2024-11-19 15:30:45,7375,Megan Turner,Sales,Manager,38,4.25,6.92,Promoted,Medium,56
2024-11-19 15:30:46,8736,Marissa Logan,Sales,Executive,46,1.14,8.78,Promoted,High,57
2024-11-19 15:30:47,5631,Mark Gray,Operations,Consultant,38,3.62,3.31,Promoted,High,53
2024-11-19 15:30:48,2374,Mr. Victor Acosta,Sales,Manager,26,4.02,5.46,Not Promoted,High,47
2024-11-19 15:30:49,9538,Ellen Cobb,Sales,Analyst,58,2.94,6.73,Promoted,Medium,55
2024-11-19 15:30:50,3463,Kathryn Adams,HR,Manager,36,4.43,7.59,Promoted,High,54
2024-11-19 15:30:51,3474,Erin Graves,Operations,Executive,51,3.22,5.92,Not Promoted,High,32
2024-11-19 15:30:52,2423,William Young,Operations,Consultant,40,1.57,7.85,Promoted,Low,49
2024-11-19 15:30:53,8822,Cindy Russell,Operations,Analyst,25,2.39,7.62,Promoted,High,39
2024-11-19 15:30:54,3887,Michelle Jones,Operations,Developer,30,2.85,9.95,Not Promoted,Medium,60
2024-11-19 15:30:55,5210,Gina Mccormick,Engineering,Analyst,34,1.03,4.14,Promoted,High,51
2024-11-19 15:30:56,9229,Kathryn Herrera,Engineering,Developer,29,4.7,2.53,Not Promoted,High,33
2024-11-19 15:30:57,7414,Daniel Baxter,Sales,Manager,28,2.01,1.12,Promoted,High,33
2024-11-19 15:30:58,1515,Hailey Taylor,HR,Analyst,37,1.28,5.88,Promoted,Medium,38
2024-11-19 15:30:59,1997,Julie Webster,HR,Consultant,28,4.57,1.21,Not Promoted,High,41
2024-11-19 15:31:00,6809,Paul Anderson,Marketing,Analyst,41,2.77,2.89,Not Promoted,High,45
2024-11-19 15:31:01,9281,Robert Mullins,Operations,Executive,32,3.44,8.24,Promoted,Medium,33
2024-11-19 15:31:02,9315,Hannah Stanley,HR,Manager,23,4.12,1.33,Promoted,High,33
2024-11-19 15:31:03,1245,Thomas White,HR,Developer,55,2.43,7.42,Promoted,Low,35
2024-11-19 15:31:04,5116,Maria Bridges,HR,Consultant,59,4.53,3.04,Not Promoted,High,32
2024-11-19 15:31:05,1098,Brian Joseph,Marketing,Executive,55,1.35,1.51,Promoted,High,42
2024-11-19 15:31:06,2230,Denise Zavala,Engineering,Manager,34,4.45,9.36,Not Promoted,High,47
2024-11-19 15:31:07,2789,Alan Hawkins,Engineering,Manager,41,2.28,2.35,Promoted,High,32
2024-11-19 15:31:08,7420,Timothy Henry,Marketing,Manager,47,4.72,3.08,Not Promoted,High,32
2024-11-19 15:31:09,1368,Travis Gutierrez,HR,Analyst,27,4.47,8.18,Promoted,Low,41
2024-11-19 15:31:10,2205,Darren Gibson,Marketing,Executive,40,1.9,3.31,Promoted,High,35
2024-11-19 15:31:11,6902,Shannon Miller,Engineering,Executive,31,4.46,8.21,Not Promoted,Low,34
2024-11-19 15:31:12,3636,Madison Todd,Operations,Executive,43,4.77,8.44,Promoted,Low,36
2024-11-19 15:31:13,2382,James Allen,Engineering,Developer,32,4.48,5.12,Not Promoted,Low,59
2024-11-19 15:31:14,2182,Terry Crosby,Engineering,Manager,31,4.27,6.85,Promoted,High,31
2024-11-19 15:31:15,9554,Robert Nguyen,Marketing,Manager,33,3.36,3.07,Promoted,High,35
2024-11-19 15:31:16,2295,Brenda Scott,HR,Executive,47,4.09,7.05,Promoted,Low,53
2024-11-19 15:31:17,3026,Brian Ball,Sales,Consultant,58,4.44,8.71,Promoted,High,36
2024-11-19 15:31:18,9435,Blake Guzman,Marketing,Manager,40,3.12,7.45,Promoted,High,54
2024-11-19 15:31:19,5416,Michael Nelson,Marketing,Consultant,40,2.94,4.49,Not Promoted,Low,53
2024-11-19 15:31:20,9176,Alyssa Parker,Marketing,Analyst,59,3.98,9.73,Not Promoted,Low,56
2024-11-19 15:31:21,5592,Victoria Morris,Engineering,Analyst,41,2.01,3.07,Promoted,High,33
2024-11-19 15:31:22,8134,Debbie Sparks,Operations,Developer,51,4.82,7.28,Not Promoted,Low,35
2024-11-19 15:31:23,9749,Brandy House,HR,Analyst,42,2.63,5.36,Promoted,Medium,43
2024-11-19 15:31:24,4458,Brandi Gregory,Engineering,Developer,24,2.52,1.33,Promoted,High,39
2024-11-19 15:31:25,5396,Mrs. Shannon Williams,HR,Developer,33,1.44,2.04,Promoted,High,56
2024-11-19 15:31:26,2694,Jimmy Jordan,HR,Consultant,41,4.49,1.58,Promoted,High,32
2024-11-19 15:31:27,1023,Tonya Roberts,Operations,Manager,33,3.54,9.7,Not Promoted,Medium,40
2024-11-19 15:31:28,3383,Dominique Diaz,Engineering,Consultant,29,3.48,2.24,Promoted,High,34
2024-11-19 15:31:29,2296,Brandon Williams,Operations,Consultant,26,4.75,4.57,Not Promoted,High,46
2024-11-19 15:31:30,1762,Cindy Taylor,HR,Manager,44,4.41,2.27,Not Promoted,High,44
2024-11-19 15:31:31,9463,Eric Sanders,Sales,Developer,22,2.66,7.46,Not Promoted,Low,50
2024-11-19 15:31:32,2547,Dustin Smith,Marketing,Manager,57,4.5,3.53,Promoted,Medium,55
2024-11-19 15:31:33,3792,Alan Banks,Engineering,Developer,54,4.03,6.54,Not Promoted,Medium,31
2024-11-19 15:31:34,3594,Amy Juarez,Sales,Analyst,36,3.9,9.79,Not Promoted,High,50
2024-11-19 15:31:35,9645,Donald Doyle,Engineering,Consultant,41,1.24,7.0,Promoted,High,50
2024-11-19 15:31:36,9782,Laura Greene,Operations,Manager,48,2.6,8.73,Not Promoted,Medium,53
2024-11-19 15:31:37,8018,Christopher Lowery,Marketing,Developer,52,2.8,2.81,Not Promoted,High,41
2024-11-19 15:31:38,2107,Melanie James,Sales,Consultant,45,2.37,6.31,Promoted,Medium,35
2024-11-19 15:31:39,3658,Paul Adkins,Marketing,Analyst,26,4.44,1.27,Promoted,High,44
2024-11-19 15:31:40,2150,Rebecca Ward,Operations,Developer,41,1.87,5.76,Not Promoted,High,42
2024-11-19 15:31:41,4886,Ralph Bailey,Operations,Executive,58,2.01,7.15,Promoted,High,53
2024-11-19 15:31:42,1991,Timothy Chan PhD,Sales,Developer,51,4.99,4.75,Not Promoted,Low,56
2024-11-19 15:31:43,5372,George Stark,Operations,Analyst,36,1.76,5.42,Not Promoted,High,50
2024-11-19 15:31:44,5083,Peter Henderson,HR,Consultant,31,2.26,1.92,Promoted,High,32
2024-11-19 15:31:45,6434,Nathaniel Pineda,Sales,Consultant,49,4.83,4.89,Promoted,Low,48
2024-11-19 15:31:46,8214,Thomas Wallace,Operations,Consultant,30,2.4,8.66,Not Promoted,Medium,49
2024-11-19 15:31:47,7165,Mitchell Zhang,Operations,Consultant,43,2.55,4.72,Not Promoted,Medium,57
2024-11-19 15:31:48,8743,Julia Padilla,HR,Manager,49,1.39,1.6,Promoted,High,55
2024-11-19 15:31:49,3260,Jerry Villa,HR,Manager,22,4.19,7.64,Not Promoted,High,52
2024-11-19 15:31:50,7157,Caleb Aguilar,HR,Executive,54,4.13,9.92,Not Promoted,High,41
2024-11-19 15:31:51,1654,Maria Jordan,Marketing,Manager,26,2.88,5.15,Promoted,Medium,59
2024-11-19 15:31:52,5350,Michele Ferrell,Marketing,Manager,59,1.59,2.97,Not Promoted,High,35
2024-11-19 15:31:53,8132,Julia Tyler,Operations,Developer,56,3.22,9.43,Not Promoted,Low,56
2024-11-19 15:31:54,2958,Sally Henderson,Marketing,Consultant,35,2.61,2.07,Promoted,High,40
2024-11-19 15:31:55,4730,Robert Brown,Marketing,Manager,40,2.61,5.71,Not Promoted,Low,54
2024-11-19 15:31:56,6678,Nancy Thomas,HR,Developer,22,4.85,5.02,Not Promoted,Low,49
2024-11-19 15:31:57,9597,Henry Gonzalez,Operations,Manager,31,1.87,4.07,Not Promoted,High,47
2024-11-19 15:31:58,7652,Christopher Campbell,Operations,Manager,47,2.12,9.09,Promoted,High,43
2024-11-19 15:31:59,8974,Mallory Cortez,Sales,Executive,53,4.12,4.64,Promoted,Low,58
2024-11-19 15:32:00,8866,Gregory Wong,Sales,Consultant,36,1.17,8.2,Not Promoted,Low,53
2024-11-19 15:32:01,5240,Jill Allison MD,Operations,Executive,41,2.47,1.98,Promoted,High,45
2024-11-19 15:32:02,8492,Deanna Stone,Engineering,Developer,40,3.12,7.34,Promoted,Medium,44
2024-11-19 15:32:03,3582,Lawrence Allen,Sales,Consultant,52,3.33,6.93,Not Promoted,Medium,40
2024-11-19 15:32:04,1668,Elizabeth Cervantes,Sales,Analyst,24,1.67,5.89,Promoted,Medium,44
2024-11-19 15:32:05,5351,Meghan Dodson,Engineering,Manager,52,1.37,4.72,Not Promoted,High,40
2024-11-19 15:32:06,2952,Craig Velazquez,HR,Developer,41,3.22,2.45,Not Promoted,High,47
2024-11-19 15:32:07,4127,Matthew Walters,HR,Executive,46,3.24,8.51,Promoted,Low,50
2024-11-19 15:32:08,8511,Ricky Miller,Engineering,Consultant,31,4.61,9.03,Not Promoted,Low,30
2024-11-19 15:32:09,8430,Rachel Jones,Sales,Manager,47,4.41,3.95,Promoted,Medium,48
2024-11-19 15:32:10,6269,Christina Miller,Marketing,Developer,43,2.64,2.15,Promoted,High,42
2024-11-19 15:32:11,5019,Frank Rose,Operations,Manager,30,3.52,4.49,Promoted,Low,46
2024-11-19 15:32:12,5822,Chris Gonzalez,HR,Manager,48,1.49,5.67,Promoted,Medium,45
2024-11-19 15:32:13,1994,Allison Simpson,Engineering,Consultant,24,4.87,8.51,Promoted,High,43
2024-11-19 15:32:14,2917,Victoria Jones,Engineering,Consultant,49,2.38,9.91,Not Promoted,High,55
2024-11-19 15:32:15,6422,Jeffrey Meadows,Engineering,Developer,50,1.72,2.06,Promoted,High,49
2024-11-19 15:32:16,8333,Terri Rivera,Marketing,Analyst,36,4.99,7.38,Not Promoted,Medium,31
2024-11-19 15:32:17,1044,Pedro Mata,Marketing,Consultant,39,4.73,7.63,Not Promoted,High,41
2024-11-19 15:32:18,1500,Jennifer Miller,HR,Manager,52,2.2,3.61,Promoted,High,58
2024-11-19 15:32:19,9220,Michael Sanchez,Sales,Analyst,37,1.07,9.11,Promoted,High,47
2024-11-19 15:32:20,9983,William Herring,Operations,Developer,26,4.94,9.87,Promoted,Medium,60
2024-11-19 15:32:21,6782,Brenda Baldwin,Engineering,Manager,60,2.38,2.11,Promoted,High,34
2024-11-19 15:32:22,4063,Patrick Hardin,Engineering,Executive,24,2.11,8.47,Promoted,Medium,45
2024-11-19 15:32:23,6837,Joshua Dominguez,Marketing,Analyst,28,4.22,4.84,Promoted,Low,46
2024-11-19 15:32:24,5362,Sharon Gibbs,Sales,Analyst,53,2.78,4.52,Not Promoted,Low,57
2024-11-19 15:32:25,5628,Deborah Gray,Sales,Executive,59,4.95,4.89,Not Promoted,High,30
2024-11-19 15:32:26,9487,Claire Harris,Sales,Executive,54,1.31,4.62,Promoted,High,57
2024-11-19 15:32:27,7969,Rebecca Avery,HR,Developer,22,1.27,2.6,Not Promoted,High,35
2024-11-19 15:32:28,5177,Amy Perkins,Sales,Executive,27,4.81,4.41,Promoted,Medium,52
2024-11-19 15:32:29,3211,Misty Joyce,Engineering,Manager,26,4.28,8.22,Promoted,Low,45
2024-11-19 15:32:30,4097,Dennis Hester,Operations,Consultant,49,2.53,5.25,Promoted,Medium,41
2024-11-19 15:32:31,1280,William Martinez,Operations,Developer,58,1.88,5.92,Promoted,High,54
2024-11-19 15:32:32,8141,Jonathan Williams,HR,Developer,32,3.75,2.29,Promoted,High,41
